#{"t_start": 1693773786.888829, "env_id": "None"}
r,l,t
0.0,1,11.321413
0.0,1,11.323316
0.0,1,11.325183
0.0,1,11.327095
0.0,1,11.329041
0.0,1,11.330999
0.0,1,11.332822
0.0,1,11.334678
0.0,1,11.336534
0.0,1,11.338457
0.0,1,11.340302
0.0,1,11.342203
0.0,1,11.344132
0.0,1,11.346152
0.0,1,11.347986
0.0,1,11.349809
0.0,1,11.351632
0.0,1,11.353536
0.0,1,11.355369
0.0,1,11.357203
0.0,1,11.359116
0.0,1,11.361146
0.0,1,11.363025
0.0,1,11.36484
0.0,1,11.366662
0.0,1,11.368578
0.0,1,11.370419
0.0,1,11.372245
0.0,1,11.374078
0.0,1,11.376081
0.0,1,11.377966
0.0,1,11.379799
0.0,1,11.381619
0.0,1,11.383563
0.0,1,11.385409
0.0,1,11.387236
0.0,1,11.389066
0.0,1,11.390994
0.0,1,11.392913
0.0,1,11.39481
0.0,1,11.39666
0.0,1,11.398606
0.0,1,11.400441
0.0,1,11.402268
0.0,1,11.404112
0.0,1,11.406032
0.0,1,11.407865
0.0,1,11.409816
0.0,1,11.411724
0.0,1,11.413687
0.0,1,11.415535
0.0,1,11.417368
0.0,1,11.419195
0.0,1,11.421089
0.0,1,11.422909
0.0,1,11.424766
0.0,1,11.426668
0.0,1,11.428684
0.0,1,11.430532
0.0,1,11.432359
0.0,1,11.434189
0.0,1,11.436089
0.0,1,11.437924
0.0,1,11.439742
0.0,1,11.44161
0.0,1,11.443687
0.0,1,11.445601
0.0,1,11.447461
0.0,1,11.449302
0.0,1,11.451204
0.0,1,11.453038
0.0,1,11.454863
0.0,1,11.456678
0.0,1,11.460869
0.0,1,11.462773
0.0,1,11.464622
0.0,1,11.466457
0.0,1,11.468357
0.0,1,11.470182
0.0,1,11.472012
0.0,1,11.473831
0.0,1,11.475811
0.0,1,11.477843
0.0,1,11.479763
0.0,1,11.481601
0.0,1,11.483567
0.0,1,11.485405
0.0,1,11.487221
0.0,1,11.489052
0.0,1,11.490949
0.0,1,11.49286
0.0,1,11.494781
0.0,1,11.496653
0.0,1,11.498591
0.0,1,11.500428
0.0,1,11.502245
0.0,1,11.50406
0.0,1,11.505971
0.0,1,11.507799
0.0,1,11.509709
0.0,1,11.51162
0.0,1,11.513566
0.0,1,11.515399
0.0,1,11.517231
0.0,1,11.519046
0.0,1,11.520948
0.0,1,11.522786
0.0,1,11.524613
0.0,1,11.526523
0.0,1,11.528561
0.0,1,11.530414
0.0,1,11.532246
0.0,1,11.534084
0.0,1,11.536009
0.0,1,11.537851
0.0,1,11.539687
0.0,1,11.541527
0.0,1,11.543503
0.0,1,11.545415
0.0,1,11.547255
0.0,1,11.549069
0.0,1,11.551014
0.0,1,11.552847
0.0,1,11.554688
0.0,1,11.556517
0.0,1,11.558424
0.0,1,11.560317
0.0,1,11.562221
0.0,1,11.564055
0.0,1,11.566009
0.0,1,11.567846
0.0,1,11.569672
0.0,1,11.5715
0.0,1,11.573407
0.0,1,11.575282
0.0,1,11.577227
0.0,1,11.579128
0.0,1,11.581061
0.0,1,11.582898
0.0,1,11.58473
0.0,1,11.586554
0.0,1,11.588446
0.0,1,11.590273
0.0,1,11.592152
0.0,1,11.594049
0.0,1,11.596073
0.0,1,11.597919
0.0,1,11.599763
0.0,1,11.601597
0.0,1,11.603482
0.0,1,11.605301
0.0,1,11.607136
0.0,1,11.609034
0.0,1,11.611116
0.0,1,11.612991
0.0,1,11.61482
0.0,1,11.616647
0.0,1,11.618552
0.0,1,11.620375
0.0,1,11.622187
0.0,1,11.624015
0.0,1,11.625986
0.0,1,11.627907
0.0,1,11.629777
0.0,1,11.631612
0.0,1,11.633547
0.0,1,11.635379
0.0,1,11.637193
0.0,1,11.639003
0.0,1,11.640996
0.0,1,11.643008
0.0,1,11.645015
0.0,1,11.647013
0.0,1,11.651306
0.0,1,11.653298
0.0,1,11.655268
0.0,1,11.657228
0.0,1,11.659321
0.0,1,11.661313
0.0,1,11.663318
0.0,1,11.665279
0.0,1,11.667423
0.0,1,11.669408
0.0,1,11.671408
0.0,1,11.673327
0.0,1,11.675362
0.0,1,11.677277
0.0,1,11.679151
0.0,1,11.680992
0.0,1,11.682941
0.0,1,11.684768
0.0,1,11.686592
0.0,1,11.688422
0.0,1,11.690324
0.0,1,11.692225
0.0,1,11.694143
0.0,1,11.696
0.0,1,11.697934
0.0,1,11.699767
0.0,1,11.701594
0.0,1,11.703425
0.0,1,11.705329
0.0,1,11.707155
0.0,1,11.709099
0.0,1,11.710997
0.0,1,11.712947
0.0,1,11.714781
0.0,1,11.716611
0.0,1,11.718428
0.0,1,11.720314
0.0,1,11.722145
0.0,1,11.723974
0.0,1,11.72587
0.0,1,11.727907
0.0,1,11.729781
0.0,1,11.731618
0.0,1,11.73344
0.0,1,11.735352
0.0,1,11.737192
0.0,1,11.739033
0.0,1,11.740859
0.0,1,11.742864
0.0,1,11.744762
0.0,1,11.74661
0.0,1,11.748436
0.0,1,11.750383
0.0,1,11.752206
0.0,1,11.754039
0.0,1,11.755882
0.0,1,11.757805
0.0,1,11.759717
0.0,1,11.761618
0.0,1,11.763471
0.0,1,11.765433
0.0,1,11.767268
0.0,1,11.769098
0.0,1,11.770917
0.0,1,11.772818
0.0,1,11.774682
0.0,1,11.776563
0.0,1,11.778445
0.0,1,11.780392
0.0,1,11.782213
0.0,1,11.784058
0.0,1,11.785892
0.0,1,11.787791
0.0,1,11.789626
0.0,1,11.791473
0.0,1,11.793351
0.0,1,11.795425
0.0,1,11.797274
0.0,1,11.799095
0.0,1,11.80094
0.0,1,11.802858
0.0,1,11.804683
0.0,1,11.806506
0.0,1,11.808368
0.0,1,11.810383
0.0,1,11.812274
0.0,1,11.81412
0.0,1,11.815955
0.0,1,11.817896
0.0,1,11.819716
0.0,1,11.821539
0.0,1,11.823359
0.0,1,11.825316
0.0,1,11.827274
0.0,1,11.82919
0.0,1,11.83103
0.0,1,11.832963
0.0,1,11.834794
0.0,1,11.836619
0.0,1,11.838437
0.0,1,11.842243
0.0,1,11.844176
0.0,1,11.846035
0.0,1,11.847863
0.0,1,11.849824
0.0,1,11.851664
0.0,1,11.853488
0.0,1,11.855316
0.0,1,11.85722
0.0,1,11.859123
0.0,1,11.861059
0.0,1,11.862916
0.0,1,11.864858
0.0,1,11.866689
0.0,1,11.868521
0.0,1,11.870343
0.0,1,11.872238
0.0,1,11.874075
0.0,1,11.875971
0.0,1,11.877875
0.0,1,11.879863
0.0,1,11.881689
0.0,1,11.883514
0.0,1,11.885346
0.0,1,11.88724
0.0,1,11.88906
0.0,1,11.890898
0.0,1,11.892802
0.0,1,11.894839
0.0,1,11.89672
0.0,1,11.898541
0.0,1,11.900364
0.0,1,11.902274
0.0,1,11.904096
0.0,1,11.905927
0.0,1,11.907759
0.0,1,11.909722
0.0,1,11.91162
0.0,1,11.913488
0.0,1,11.915334
0.0,1,11.91726
0.0,1,11.919096
0.0,1,11.920923
0.0,1,11.92275
0.0,1,11.924667
0.0,1,11.926576
0.0,1,11.928459
0.0,1,11.930288
0.0,1,11.932222
0.0,1,11.934053
0.0,1,11.935896
0.0,1,11.937715
0.0,1,11.939619
0.0,1,11.94146
0.0,1,11.943356
0.0,1,11.945274
0.0,1,11.947232
0.0,1,11.949061
0.0,1,11.950889
0.0,1,11.952717
0.0,1,11.954619
0.0,1,11.956447
0.0,1,11.958294
0.0,1,11.960183
0.0,1,11.962198
0.0,1,11.964063
0.0,1,11.965884
0.0,1,11.967721
0.0,1,11.96962
0.0,1,11.971442
0.0,1,11.973264
0.0,1,11.975128
0.0,1,11.977163
0.0,1,11.979018
0.0,1,11.980854
0.0,1,11.982682
0.0,1,11.984628
0.0,1,11.986464
0.0,1,11.988292
0.0,1,11.990113
0.0,1,11.992084
0.0,1,11.994008
0.0,1,11.995892
0.0,1,11.997733
0.0,1,11.999663
0.0,1,12.001492
0.0,1,12.003319
0.0,1,12.005145
0.0,1,12.007056
0.0,1,12.008999
0.0,1,12.010891
0.0,1,12.012752
0.0,1,12.014699
0.0,1,12.016524
0.0,1,12.018356
0.0,1,12.020187
0.0,1,12.022079
0.0,1,12.02391
0.0,1,12.025823
0.0,1,12.027748
0.0,1,12.031517
0.0,1,12.03337
0.0,1,12.035217
0.0,1,12.037058
0.0,1,12.038961
0.0,1,12.040796
0.0,1,12.042705
0.0,1,12.044647
0.0,1,12.046646
0.0,1,12.048485
0.0,1,12.050307
0.0,1,12.052132
0.0,1,12.054029
0.0,1,12.055864
0.0,1,12.057689
0.0,1,12.059582
0.0,1,12.061661
0.0,1,12.063544
0.0,1,12.06538
0.0,1,12.067211
0.0,1,12.069105
0.0,1,12.070933
0.0,1,12.072746
0.0,1,12.074586
0.0,1,12.076568
0.0,1,12.078484
0.0,1,12.08033
0.0,1,12.082167
0.0,1,12.084079
0.0,1,12.085911
0.0,1,12.087729
0.0,1,12.089552
0.0,1,12.091471
0.0,1,12.09337
0.0,1,12.095275
0.0,1,12.09711
0.0,1,12.099059
0.0,1,12.100883
0.0,1,12.102703
0.0,1,12.104525
0.0,1,12.106418
0.0,1,12.108283
0.0,1,12.11023
0.0,1,12.112139
0.0,1,12.114084
0.0,1,12.115923
0.0,1,12.117739
0.0,1,12.119557
0.0,1,12.121509
0.0,1,12.123344
0.0,1,12.125214
0.0,1,12.127167
0.0,1,12.129157
0.0,1,12.130999
0.0,1,12.132846
0.0,1,12.134668
0.0,1,12.136567
0.0,1,12.138401
0.0,1,12.140227
0.0,1,12.142119
0.0,1,12.14424
0.0,1,12.146078
0.0,1,12.147901
0.0,1,12.149731
0.0,1,12.151634
0.0,1,12.153476
0.0,1,12.155318
0.0,1,12.157151
0.0,1,12.159135
0.0,1,12.16108
0.0,1,12.162937
0.0,1,12.164761
0.0,1,12.166723
0.0,1,12.168558
0.0,1,12.170382
0.0,1,12.172222
0.0,1,12.17411
0.0,1,12.176066
0.0,1,12.177956
0.0,1,12.179783
0.0,1,12.181719
0.0,1,12.183562
0.0,1,12.185395
0.0,1,12.187248
0.0,1,12.189156
0.0,1,12.190987
0.0,1,12.192875
0.0,1,12.194763
0.0,1,12.19676
0.0,1,12.198592
0.0,1,12.200436
0.0,1,12.202264
0.0,1,12.204148
0.0,1,12.205987
0.0,1,12.20784
0.0,1,12.209779
0.0,1,12.211959
0.0,1,12.213962
0.0,1,12.215932
0.0,1,12.217912
0.0,1,12.222098
0.0,1,12.224101
0.0,1,12.226081
0.0,1,12.228076
0.0,1,12.230242
0.0,1,12.232245
0.0,1,12.234228
0.0,1,12.236245
0.0,1,12.238379
0.0,1,12.24037
0.0,1,12.242317
0.0,1,12.244287
0.0,1,12.246304
0.0,1,12.248152
0.0,1,12.249985
0.0,1,12.251827
0.0,1,12.253736
0.0,1,12.255593
0.0,1,12.257423
0.0,1,12.25933
0.0,1,12.261426
0.0,1,12.263298
0.0,1,12.265155
0.0,1,12.266982
0.0,1,12.268882
0.0,1,12.270712
0.0,1,12.272531
0.0,1,12.274358
0.0,1,12.276357
0.0,1,12.278275
0.0,1,12.280152
0.0,1,12.281984
0.0,1,12.283912
0.0,1,12.285744
0.0,1,12.28758
0.0,1,12.289427
0.0,1,12.29135
0.0,1,12.293318
0.0,1,12.295206
0.0,1,12.297029
0.0,1,12.298978
0.0,1,12.30082
0.0,1,12.302661
0.0,1,12.304488
0.0,1,12.306393
0.0,1,12.308237
0.0,1,12.310139
0.0,1,12.312025
0.0,1,12.313967
0.0,1,12.315806
0.0,1,12.317638
0.0,1,12.319457
0.0,1,12.321355
0.0,1,12.323185
0.0,1,12.325055
0.0,1,12.326954
0.0,1,12.32899
0.0,1,12.330828
0.0,1,12.332662
0.0,1,12.334501
0.0,1,12.336404
0.0,1,12.338235
0.0,1,12.340053
0.0,1,12.34191
0.0,1,12.344024
0.0,1,12.345915
0.0,1,12.347749
0.0,1,12.349571
0.0,1,12.351481
0.0,1,12.353308
0.0,1,12.355154
0.0,1,12.356979
0.0,1,12.358937
0.0,1,12.360874
0.0,1,12.362734
0.0,1,12.364559
0.0,1,12.366506
0.0,1,12.368334
0.0,1,12.370157
0.0,1,12.371981
0.0,1,12.373875
0.0,1,12.375778
0.0,1,12.377706
0.0,1,12.379574
0.0,1,12.381542
0.0,1,12.383371
0.0,1,12.385197
0.0,1,12.387021
0.0,1,12.388929
0.0,1,12.390758
0.0,1,12.39269
0.0,1,12.394604
0.0,1,12.396547
0.0,1,12.398382
0.0,1,12.400226
0.0,1,12.402057
0.0,1,12.403958
0.0,1,12.405795
0.0,1,12.407617
0.0,1,12.409512
0.0,1,12.413451
0.0,1,12.415337
0.0,1,12.417187
0.0,1,12.419015
0.0,1,12.420928
0.0,1,12.422757
0.0,1,12.42461
0.0,1,12.426517
0.0,1,12.428589
0.0,1,12.430434
0.0,1,12.43228
0.0,1,12.434112
0.0,1,12.436023
0.0,1,12.437867
0.0,1,12.439696
0.0,1,12.441546
0.0,1,12.443572
0.0,1,12.445469
0.0,1,12.447327
0.0,1,12.449168
0.0,1,12.451109
0.0,1,12.452938
0.0,1,12.454781
0.0,1,12.456615
0.0,1,12.458554
0.0,1,12.46049
0.0,1,12.462372
0.0,1,12.464229
0.0,1,12.466176
0.0,1,12.468011
0.0,1,12.469841
0.0,1,12.47169
0.0,1,12.473594
0.0,1,12.47554
0.0,1,12.47745
0.0,1,12.479311
0.0,1,12.481446
0.0,1,12.483363
0.0,1,12.485189
0.0,1,12.487019
0.0,1,12.488926
0.0,1,12.490768
0.0,1,12.49269
0.0,1,12.49462
0.0,1,12.496568
0.0,1,12.498401
0.0,1,12.500235
0.0,1,12.502072
0.0,1,12.503973
0.0,1,12.505815
0.0,1,12.50765
0.0,1,12.50955
0.0,1,12.5116
0.0,1,12.513469
0.0,1,12.515309
0.0,1,12.517141
0.0,1,12.519055
0.0,1,12.520881
0.0,1,12.522715
0.0,1,12.524557
0.0,1,12.526553
0.0,1,12.528469
0.0,1,12.530307
0.0,1,12.532132
0.0,1,12.534081
0.0,1,12.535922
0.0,1,12.537762
0.0,1,12.539599
0.0,1,12.541525
0.0,1,12.543442
0.0,1,12.545397
0.0,1,12.547253
0.0,1,12.549194
0.0,1,12.551049
0.0,1,12.552893
0.0,1,12.554722
0.0,1,12.556639
0.0,1,12.558502
0.0,1,12.560399
0.0,1,12.562314
0.0,1,12.564281
0.0,1,12.566112
0.0,1,12.567952
0.0,1,12.569785
0.0,1,12.571684
0.0,1,12.573522
0.0,1,12.575421
0.0,1,12.577356
0.0,1,12.579354
0.0,1,12.581193
0.0,1,12.583027
0.0,1,12.584875
0.0,1,12.586782
0.0,1,12.588608
0.0,1,12.590442
0.0,1,12.592366
0.0,1,12.594398
0.0,1,12.59627
0.0,1,12.598114
0.0,1,12.599938
0.0,1,12.603652
0.0,1,12.605507
0.0,1,12.607332
0.0,1,12.609278
0.0,1,12.611312
0.0,1,12.613158
0.0,1,12.615002
0.0,1,12.616852
0.0,1,12.618792
0.0,1,12.620628
0.0,1,12.622449
0.0,1,12.624292
0.0,1,12.626272
0.0,1,12.62821
0.0,1,12.630068
0.0,1,12.63191
0.0,1,12.633847
0.0,1,12.635677
0.0,1,12.6375
0.0,1,12.639318
0.0,1,12.641238
0.0,1,12.643154
0.0,1,12.645044
0.0,1,12.646893
0.0,1,12.648825
0.0,1,12.650649
0.0,1,12.65247
0.0,1,12.654298
0.0,1,12.656205
0.0,1,12.658061
0.0,1,12.659964
0.0,1,12.66184
0.0,1,12.663797
0.0,1,12.665641
0.0,1,12.667465
0.0,1,12.669292
0.0,1,12.671193
0.0,1,12.673022
0.0,1,12.67489
0.0,1,12.676854
0.0,1,12.678814
0.0,1,12.680638
0.0,1,12.682455
0.0,1,12.684272
0.0,1,12.686177
0.0,1,12.688028
0.0,1,12.689856
0.0,1,12.691742
0.0,1,12.693805
0.0,1,12.695681
0.0,1,12.697512
0.0,1,12.699336
0.0,1,12.701257
0.0,1,12.703086
0.0,1,12.704932
0.0,1,12.706763
0.0,1,12.708732
0.0,1,12.710655
0.0,1,12.712493
0.0,1,12.714319
0.0,1,12.71629
0.0,1,12.718122
0.0,1,12.719978
0.0,1,12.721821
0.0,1,12.723731
0.0,1,12.725657
0.0,1,12.72754
0.0,1,12.729393
0.0,1,12.731354
0.0,1,12.733203
0.0,1,12.735052
0.0,1,12.73689
0.0,1,12.738785
0.0,1,12.740605
0.0,1,12.742534
0.0,1,12.744448
0.0,1,12.746402
0.0,1,12.74823
0.0,1,12.750073
0.0,1,12.751899
0.0,1,12.753789
0.0,1,12.755635
0.0,1,12.75746
0.0,1,12.759363
0.0,1,12.7614
0.0,1,12.76328
0.0,1,12.765124
0.0,1,12.76697
0.0,1,12.768876
0.0,1,12.77072
0.0,1,12.772557
0.0,1,12.774424
0.0,1,12.776433
0.0,1,12.77832
0.0,1,12.780171
0.0,1,12.782011
0.0,1,12.783939
0.0,1,12.785774
0.0,1,12.787595
0.0,1,12.789425
0.0,1,12.793516
0.0,1,12.795469
0.0,1,12.797317
0.0,1,12.799251
0.0,1,12.801399
0.0,1,12.803386
0.0,1,12.805348
0.0,1,12.807312
0.0,1,12.809414
0.0,1,12.811412
0.0,1,12.81342
0.0,1,12.815434
0.0,1,12.817528
0.0,1,12.819474
0.0,1,12.821392
0.0,1,12.823368
0.0,1,12.825493
0.0,1,12.827622
0.0,1,12.829683
0.0,1,12.831665
0.0,1,12.83372
0.0,1,12.835646
0.0,1,12.837509
0.0,1,12.839341
0.0,1,12.841308
0.0,1,12.843213
0.0,1,12.845126
0.0,1,12.846986
0.0,1,12.848927
0.0,1,12.850755
0.0,1,12.852584
0.0,1,12.854413
0.0,1,12.856317
0.0,1,12.858174
0.0,1,12.860083
0.0,1,12.862008
0.0,1,12.863954
0.0,1,12.865788
0.0,1,12.867614
0.0,1,12.869442
0.0,1,12.871347
0.0,1,12.873181
0.0,1,12.875084
0.0,1,12.876985
0.0,1,12.878957
0.0,1,12.880782
0.0,1,12.882608
0.0,1,12.88444
0.0,1,12.886344
0.0,1,12.888183
0.0,1,12.89001
0.0,1,12.891919
0.0,1,12.893978
0.0,1,12.895816
0.0,1,12.897639
0.0,1,12.899463
0.0,1,12.901362
0.0,1,12.903198
0.0,1,12.90505
0.0,1,12.906912
0.0,1,12.908923
0.0,1,12.910799
0.0,1,12.912653
0.0,1,12.91448
0.0,1,12.916414
0.0,1,12.918253
0.0,1,12.920094
0.0,1,12.921921
0.0,1,12.923829
0.0,1,12.925771
0.0,1,12.927655
0.0,1,12.929508
0.0,1,12.931456
0.0,1,12.933293
0.0,1,12.935119
0.0,1,12.936953
0.0,1,12.938847
0.0,1,12.940699
0.0,1,12.9426
0.0,1,12.944477
0.0,1,12.946446
0.0,1,12.948288
0.0,1,12.950141
0.0,1,12.95198
0.0,1,12.953885
0.0,1,12.955714
0.0,1,12.957531
0.0,1,12.959466
0.0,1,12.96149
0.0,1,12.963338
0.0,1,12.965181
0.0,1,12.967008
0.0,1,12.968902
0.0,1,12.970725
0.0,1,12.972544
0.0,1,12.974398
0.0,1,12.976397
0.0,1,12.978299
0.0,1,12.980161
0.0,1,12.981996
0.0,1,12.985831
0.0,1,12.98767
0.0,1,12.989507
0.0,1,12.991356
0.0,1,12.993382
0.0,1,12.995262
0.0,1,12.997093
0.0,1,12.998929
0.0,1,13.000844
0.0,1,13.002668
0.0,1,13.00449
0.0,1,13.006309
0.0,1,13.008214
0.0,1,13.010106
0.0,1,13.011995
0.0,1,13.013828
0.0,1,13.015766
0.0,1,13.01759
0.0,1,13.019406
0.0,1,13.021233
0.0,1,13.023123
0.0,1,13.024987
0.0,1,13.026888
0.0,1,13.028777
0.0,1,13.030722
0.0,1,13.032545
0.0,1,13.034393
0.0,1,13.036212
0.0,1,13.038116
0.0,1,13.039955
0.0,1,13.041807
0.0,1,13.043715
0.0,1,13.045761
0.0,1,13.047593
0.0,1,13.049423
0.0,1,13.051245
0.0,1,13.053128
0.0,1,13.054961
0.0,1,13.056779
0.0,1,13.058632
0.0,1,13.060736
0.0,1,13.062578
0.0,1,13.064399
0.0,1,13.066223
0.0,1,13.068119
0.0,1,13.069937
0.0,1,13.071756
0.0,1,13.073582
0.0,1,13.07551
0.0,1,13.07747
0.0,1,13.07936
0.0,1,13.081191
0.0,1,13.083132
0.0,1,13.084958
0.0,1,13.086774
0.0,1,13.088601
0.0,1,13.090489
0.0,1,13.092368
0.0,1,13.09431
0.0,1,13.096167
0.0,1,13.098099
0.0,1,13.099938
0.0,1,13.101755
0.0,1,13.103576
0.0,1,13.105478
0.0,1,13.107304
0.0,1,13.10919
0.0,1,13.111102
0.0,1,13.113062
0.0,1,13.114888
0.0,1,13.116715
0.0,1,13.11853
0.0,1,13.120417
0.0,1,13.122251
0.0,1,13.124077
0.0,1,13.125996
0.0,1,13.128068
0.0,1,13.129941
0.0,1,13.131759
0.0,1,13.133595
0.0,1,13.135496
0.0,1,13.137318
0.0,1,13.139162
0.0,1,13.140993
0.0,1,13.143004
0.0,1,13.144906
0.0,1,13.146725
0.0,1,13.148543
0.0,1,13.150474
0.0,1,13.152298
0.0,1,13.154119
0.0,1,13.155952
0.0,1,13.157843
0.0,1,13.159737
0.0,1,13.161658
0.0,1,13.163523
0.0,1,13.165484
0.0,1,13.167317
0.0,1,13.169137
0.0,1,13.170951
0.0,1,13.174764
0.0,1,13.176698
0.0,1,13.178628
0.0,1,13.18051
0.0,1,13.182465
0.0,1,13.184318
0.0,1,13.186155
0.0,1,13.187994
0.0,1,13.189918
0.0,1,13.191782
0.0,1,13.193681
0.0,1,13.195611
0.0,1,13.19756
0.0,1,13.199403
0.0,1,13.201251
0.0,1,13.203099
0.0,1,13.205015
0.0,1,13.206875
0.0,1,13.208748
0.0,1,13.210682
0.0,1,13.212696
0.0,1,13.214554
0.0,1,13.216392
0.0,1,13.218233
0.0,1,13.220151
0.0,1,13.221984
0.0,1,13.223829
0.0,1,13.225771
0.0,1,13.227873
0.0,1,13.229739
0.0,1,13.231562
0.0,1,13.233396
0.0,1,13.235338
0.0,1,13.23718
0.0,1,13.239017
0.0,1,13.24086
0.0,1,13.24289
0.0,1,13.244825
0.0,1,13.246683
0.0,1,13.248555
0.0,1,13.250515
0.0,1,13.252359
0.0,1,13.254184
0.0,1,13.25601
0.0,1,13.257936
0.0,1,13.259829
0.0,1,13.261745
0.0,1,13.263597
0.0,1,13.265544
0.0,1,13.267381
0.0,1,13.269236
0.0,1,13.27107
0.0,1,13.272981
0.0,1,13.274836
0.0,1,13.276767
0.0,1,13.278677
0.0,1,13.280639
0.0,1,13.28248
0.0,1,13.284326
0.0,1,13.286155
0.0,1,13.288043
0.0,1,13.28987
0.0,1,13.291823
0.0,1,13.293725
0.0,1,13.295753
0.0,1,13.297587
0.0,1,13.299422
0.0,1,13.301257
0.0,1,13.303166
0.0,1,13.305008
0.0,1,13.306846
0.0,1,13.308725
0.0,1,13.310772
0.0,1,13.312616
0.0,1,13.314454
0.0,1,13.316291
0.0,1,13.318197
0.0,1,13.320029
0.0,1,13.321857
0.0,1,13.323687
0.0,1,13.325673
0.0,1,13.327582
0.0,1,13.329462
0.0,1,13.331314
0.0,1,13.33325
0.0,1,13.335081
0.0,1,13.336915
0.0,1,13.338744
0.0,1,13.340655
0.0,1,13.342548
0.0,1,13.344488
0.0,1,13.346335
0.0,1,13.348375
0.0,1,13.350378
0.0,1,13.35236
0.0,1,13.354324
0.0,1,13.356413
0.0,1,13.358393
0.0,1,13.360368
0.0,1,13.362347
0.0,1,13.366863
0.0,1,13.36884
0.0,1,13.370769
0.0,1,13.372746
0.0,1,13.374886
0.0,1,13.376893
0.0,1,13.378892
0.0,1,13.380825
0.0,1,13.382777
0.0,1,13.384616
0.0,1,13.386437
0.0,1,13.388259
0.0,1,13.390171
0.0,1,13.392098
0.0,1,13.393974
0.0,1,13.395832
0.0,1,13.397764
0.0,1,13.399586
0.0,1,13.401418
0.0,1,13.403245
0.0,1,13.40514
0.0,1,13.406964
0.0,1,13.408884
0.0,1,13.410806
0.0,1,13.412758
0.0,1,13.414586
0.0,1,13.416405
0.0,1,13.418217
0.0,1,13.420115
0.0,1,13.421935
0.0,1,13.423762
0.0,1,13.425678
0.0,1,13.427697
0.0,1,13.429573
0.0,1,13.431402
0.0,1,13.43323
0.0,1,13.435122
0.0,1,13.436954
0.0,1,13.438772
0.0,1,13.440593
0.0,1,13.442563
0.0,1,13.444499
0.0,1,13.446324
0.0,1,13.448149
0.0,1,13.450086
0.0,1,13.451911
0.0,1,13.453739
0.0,1,13.455585
0.0,1,13.457487
0.0,1,13.459394
0.0,1,13.461332
0.0,1,13.463188
0.0,1,13.465132
0.0,1,13.466956
0.0,1,13.468783
0.0,1,13.470604
0.0,1,13.472492
0.0,1,13.474316
0.0,1,13.476236
0.0,1,13.478163
0.0,1,13.480133
0.0,1,13.48197
0.0,1,13.483857
0.0,1,13.485818
0.0,1,13.48772
0.0,1,13.489544
0.0,1,13.491444
0.0,1,13.493361
0.0,1,13.495387
0.0,1,13.497223
0.0,1,13.499054
0.0,1,13.500879
0.0,1,13.50278
0.0,1,13.50461
0.0,1,13.506434
0.0,1,13.50832
0.0,1,13.510429
0.0,1,13.512256
0.0,1,13.514078
0.0,1,13.515904
0.0,1,13.517802
0.0,1,13.519623
0.0,1,13.521441
0.0,1,13.523267
0.0,1,13.525238
0.0,1,13.527213
0.0,1,13.529071
0.0,1,13.530894
0.0,1,13.532833
0.0,1,13.534656
0.0,1,13.536481
0.0,1,13.538301
0.0,1,13.540194
0.0,1,13.542089
0.0,1,13.543976
0.0,1,13.545804
0.0,1,13.547738
0.0,1,13.549562
0.0,1,13.551387
0.0,1,13.553204
0.0,1,13.557077
0.0,1,13.559007
0.0,1,13.560911
0.0,1,13.562757
0.0,1,13.564696
0.0,1,13.566526
0.0,1,13.568355
0.0,1,13.570174
0.0,1,13.572085
0.0,1,13.57392
0.0,1,13.575823
0.0,1,13.577742
0.0,1,13.579703
0.0,1,13.581533
0.0,1,13.583353
0.0,1,13.585177
0.0,1,13.587075
0.0,1,13.588916
0.0,1,13.590753
0.0,1,13.59266
0.0,1,13.594749
0.0,1,13.59663
0.0,1,13.59846
0.0,1,13.600284
0.0,1,13.602202
0.0,1,13.604043
0.0,1,13.605885
0.0,1,13.607718
0.0,1,13.609685
0.0,1,13.6116
0.0,1,13.613462
0.0,1,13.615291
0.0,1,13.617235
0.0,1,13.619071
0.0,1,13.620908
0.0,1,13.622766
0.0,1,13.624679
0.0,1,13.626614
0.0,1,13.628491
0.0,1,13.63031
0.0,1,13.632255
0.0,1,13.634096
0.0,1,13.635943
0.0,1,13.637777
0.0,1,13.639676
0.0,1,13.641514
0.0,1,13.643394
0.0,1,13.645309
0.0,1,13.647264
0.0,1,13.649104
0.0,1,13.650942
0.0,1,13.652777
0.0,1,13.65467
0.0,1,13.656499
0.0,1,13.658342
0.0,1,13.660231
0.0,1,13.66229
0.0,1,13.664134
0.0,1,13.665972
0.0,1,13.66782
0.0,1,13.669716
0.0,1,13.671543
0.0,1,13.673369
0.0,1,13.675241
0.0,1,13.677376
0.0,1,13.67928
0.0,1,13.681138
0.0,1,13.682972
0.0,1,13.684915
0.0,1,13.686764
0.0,1,13.688613
0.0,1,13.690443
0.0,1,13.692449
0.0,1,13.694412
0.0,1,13.696303
0.0,1,13.698134
0.0,1,13.700071
0.0,1,13.701916
0.0,1,13.703744
0.0,1,13.705569
0.0,1,13.707499
0.0,1,13.709428
0.0,1,13.711352
0.0,1,13.713191
0.0,1,13.715128
0.0,1,13.71698
0.0,1,13.718804
0.0,1,13.720626
0.0,1,13.722527
0.0,1,13.724366
0.0,1,13.726275
0.0,1,13.728221
0.0,1,13.730207
0.0,1,13.732042
0.0,1,13.733871
0.0,1,13.735703
