#{"t_start": 1693773786.888829, "env_id": "None"}
r,l,t
0.0,1,17.589676
0.0,1,17.591573
0.0,1,17.593481
0.0,1,17.595374
0.0,1,17.597171
0.0,1,17.599091
0.0,1,17.600949
0.0,1,17.602744
0.0,1,17.604551
0.0,1,17.606423
0.0,1,17.608239
0.0,1,17.610157
0.0,1,17.612084
0.0,1,17.614013
0.0,1,17.615821
0.0,1,17.617629
0.0,1,17.619414
0.0,1,17.621295
0.0,1,17.623117
0.0,1,17.624924
0.0,1,17.626838
0.0,1,17.628879
0.0,1,17.630676
0.0,1,17.632494
0.0,1,17.634302
0.0,1,17.636172
0.0,1,17.637993
0.0,1,17.639804
0.0,1,17.641637
0.0,1,17.643628
0.0,1,17.645517
0.0,1,17.647319
0.0,1,17.649111
0.0,1,17.651022
0.0,1,17.652812
0.0,1,17.654624
0.0,1,17.656425
0.0,1,17.658323
0.0,1,17.660237
0.0,1,17.662122
0.0,1,17.663921
0.0,1,17.665833
0.0,1,17.667652
0.0,1,17.669443
0.0,1,17.671236
0.0,1,17.673104
0.0,1,17.674931
0.0,1,17.676843
0.0,1,17.678739
0.0,1,17.680653
0.0,1,17.682459
0.0,1,17.684261
0.0,1,17.686048
0.0,1,17.687912
0.0,1,17.689745
0.0,1,17.69159
0.0,1,17.693506
0.0,1,17.695574
0.0,1,17.697406
0.0,1,17.699242
0.0,1,17.701067
0.0,1,17.703061
0.0,1,17.705066
0.0,1,17.707037
0.0,1,17.709005
0.0,1,17.711114
0.0,1,17.713106
0.0,1,17.715098
0.0,1,17.717092
0.0,1,17.719281
0.0,1,17.721253
0.0,1,17.723223
0.0,1,17.725171
0.0,1,17.727313
0.0,1,17.729379
0.0,1,17.731401
0.0,1,17.733378
0.0,1,17.735403
0.0,1,17.737229
0.0,1,17.739053
0.0,1,17.740884
0.0,1,17.74556
0.0,1,17.747475
0.0,1,17.749318
0.0,1,17.751164
0.0,1,17.753093
0.0,1,17.754936
0.0,1,17.756775
0.0,1,17.758676
0.0,1,17.760661
0.0,1,17.762548
0.0,1,17.764349
0.0,1,17.766184
0.0,1,17.768117
0.0,1,17.76995
0.0,1,17.771785
0.0,1,17.773632
0.0,1,17.775596
0.0,1,17.777563
0.0,1,17.779431
0.0,1,17.781254
0.0,1,17.783202
0.0,1,17.785063
0.0,1,17.786904
0.0,1,17.788734
0.0,1,17.790628
0.0,1,17.792532
0.0,1,17.794435
0.0,1,17.79632
0.0,1,17.798271
0.0,1,17.80011
0.0,1,17.801943
0.0,1,17.803787
0.0,1,17.805699
0.0,1,17.807533
0.0,1,17.809458
0.0,1,17.81135
0.0,1,17.813273
0.0,1,17.815079
0.0,1,17.816894
0.0,1,17.818699
0.0,1,17.820577
0.0,1,17.82237
0.0,1,17.824163
0.0,1,17.826061
0.0,1,17.828102
0.0,1,17.829954
0.0,1,17.831765
0.0,1,17.833566
0.0,1,17.835439
0.0,1,17.837235
0.0,1,17.839023
0.0,1,17.840825
0.0,1,17.842781
0.0,1,17.844715
0.0,1,17.846542
0.0,1,17.848345
0.0,1,17.850251
0.0,1,17.852061
0.0,1,17.853878
0.0,1,17.855672
0.0,1,17.857557
0.0,1,17.859493
0.0,1,17.861468
0.0,1,17.863344
0.0,1,17.865289
0.0,1,17.867121
0.0,1,17.868911
0.0,1,17.870719
0.0,1,17.872592
0.0,1,17.87441
0.0,1,17.876342
0.0,1,17.87825
0.0,1,17.880202
0.0,1,17.882007
0.0,1,17.883804
0.0,1,17.885624
0.0,1,17.887496
0.0,1,17.889294
0.0,1,17.891125
0.0,1,17.893011
0.0,1,17.894997
0.0,1,17.896823
0.0,1,17.898653
0.0,1,17.900447
0.0,1,17.902331
0.0,1,17.904144
0.0,1,17.905955
0.0,1,17.907758
0.0,1,17.909775
0.0,1,17.91164
0.0,1,17.913455
0.0,1,17.915253
0.0,1,17.917164
0.0,1,17.918972
0.0,1,17.920786
0.0,1,17.922596
0.0,1,17.924477
0.0,1,17.926354
0.0,1,17.928234
0.0,1,17.930082
0.0,1,17.934218
0.0,1,17.936061
0.0,1,17.937869
0.0,1,17.939677
0.0,1,17.941569
0.0,1,17.943496
0.0,1,17.945372
0.0,1,17.947178
0.0,1,17.9491
0.0,1,17.950915
0.0,1,17.952727
0.0,1,17.954539
0.0,1,17.956408
0.0,1,17.958228
0.0,1,17.96015
0.0,1,17.962034
0.0,1,17.963987
0.0,1,17.965823
0.0,1,17.967637
0.0,1,17.969444
0.0,1,17.971312
0.0,1,17.973125
0.0,1,17.974971
0.0,1,17.976889
0.0,1,17.978969
0.0,1,17.980825
0.0,1,17.982666
0.0,1,17.984498
0.0,1,17.986404
0.0,1,17.988241
0.0,1,17.99008
0.0,1,17.991953
0.0,1,17.99393
0.0,1,17.99583
0.0,1,17.997664
0.0,1,17.999471
0.0,1,18.001369
0.0,1,18.003169
0.0,1,18.004974
0.0,1,18.006771
0.0,1,18.008685
0.0,1,18.010585
0.0,1,18.012481
0.0,1,18.014294
0.0,1,18.016206
0.0,1,18.018001
0.0,1,18.019833
0.0,1,18.021663
0.0,1,18.023569
0.0,1,18.025462
0.0,1,18.027392
0.0,1,18.029323
0.0,1,18.031257
0.0,1,18.033073
0.0,1,18.034875
0.0,1,18.036676
0.0,1,18.038547
0.0,1,18.040358
0.0,1,18.042224
0.0,1,18.044173
0.0,1,18.046161
0.0,1,18.047972
0.0,1,18.049783
0.0,1,18.051592
0.0,1,18.053473
0.0,1,18.055305
0.0,1,18.057108
0.0,1,18.059022
0.0,1,18.061094
0.0,1,18.062926
0.0,1,18.064734
0.0,1,18.066538
0.0,1,18.068434
0.0,1,18.070242
0.0,1,18.072046
0.0,1,18.073868
0.0,1,18.075837
0.0,1,18.077748
0.0,1,18.079587
0.0,1,18.081423
0.0,1,18.083423
0.0,1,18.085273
0.0,1,18.087099
0.0,1,18.088913
0.0,1,18.090785
0.0,1,18.092688
0.0,1,18.094633
0.0,1,18.096467
0.0,1,18.098394
0.0,1,18.100213
0.0,1,18.10202
0.0,1,18.103819
0.0,1,18.105694
0.0,1,18.107486
0.0,1,18.109375
0.0,1,18.111272
0.0,1,18.113263
0.0,1,18.115088
0.0,1,18.116905
0.0,1,18.118713
0.0,1,18.122763
0.0,1,18.12462
0.0,1,18.126563
0.0,1,18.128501
0.0,1,18.130433
0.0,1,18.132238
0.0,1,18.134043
0.0,1,18.135844
0.0,1,18.137721
0.0,1,18.139508
0.0,1,18.141328
0.0,1,18.143224
0.0,1,18.14524
0.0,1,18.147062
0.0,1,18.148854
0.0,1,18.150656
0.0,1,18.152524
0.0,1,18.15432
0.0,1,18.156121
0.0,1,18.15794
0.0,1,18.15992
0.0,1,18.16179
0.0,1,18.16364
0.0,1,18.165445
0.0,1,18.167344
0.0,1,18.169145
0.0,1,18.170942
0.0,1,18.172749
0.0,1,18.174623
0.0,1,18.176554
0.0,1,18.178454
0.0,1,18.180272
0.0,1,18.182187
0.0,1,18.183987
0.0,1,18.185789
0.0,1,18.18759
0.0,1,18.18945
0.0,1,18.191251
0.0,1,18.193151
0.0,1,18.195059
0.0,1,18.196984
0.0,1,18.198781
0.0,1,18.20058
0.0,1,18.202367
0.0,1,18.204238
0.0,1,18.206034
0.0,1,18.207823
0.0,1,18.209741
0.0,1,18.21176
0.0,1,18.21359
0.0,1,18.215395
0.0,1,18.217196
0.0,1,18.219061
0.0,1,18.220852
0.0,1,18.222654
0.0,1,18.224442
0.0,1,18.226428
0.0,1,18.228324
0.0,1,18.230182
0.0,1,18.231976
0.0,1,18.233886
0.0,1,18.235682
0.0,1,18.237481
0.0,1,18.239267
0.0,1,18.241126
0.0,1,18.243018
0.0,1,18.244889
0.0,1,18.246696
0.0,1,18.248614
0.0,1,18.250409
0.0,1,18.252197
0.0,1,18.254004
0.0,1,18.255872
0.0,1,18.257667
0.0,1,18.259535
0.0,1,18.26148
0.0,1,18.263432
0.0,1,18.265257
0.0,1,18.267057
0.0,1,18.268844
0.0,1,18.270722
0.0,1,18.272513
0.0,1,18.274299
0.0,1,18.276192
0.0,1,18.278189
0.0,1,18.280012
0.0,1,18.281812
0.0,1,18.283615
0.0,1,18.28549
0.0,1,18.287285
0.0,1,18.289083
0.0,1,18.290899
0.0,1,18.292868
0.0,1,18.294774
0.0,1,18.296625
0.0,1,18.298452
0.0,1,18.300372
0.0,1,18.30217
0.0,1,18.303958
0.0,1,18.305763
0.0,1,18.310005
0.0,1,18.312043
0.0,1,18.314047
0.0,1,18.316084
0.0,1,18.318263
0.0,1,18.320243
0.0,1,18.322203
0.0,1,18.324168
0.0,1,18.326291
0.0,1,18.328294
0.0,1,18.330303
0.0,1,18.332359
0.0,1,18.334459
0.0,1,18.336465
0.0,1,18.338475
0.0,1,18.340476
0.0,1,18.342554
0.0,1,18.344475
0.0,1,18.34644
0.0,1,18.348287
0.0,1,18.35024
0.0,1,18.352085
0.0,1,18.353927
0.0,1,18.35576
0.0,1,18.357679
0.0,1,18.359593
0.0,1,18.361504
0.0,1,18.363388
0.0,1,18.365341
0.0,1,18.367169
0.0,1,18.368994
0.0,1,18.370831
0.0,1,18.372743
0.0,1,18.374612
0.0,1,18.376539
0.0,1,18.378458
0.0,1,18.380416
0.0,1,18.382218
0.0,1,18.384018
0.0,1,18.385844
0.0,1,18.387737
0.0,1,18.38954
0.0,1,18.391371
0.0,1,18.393279
0.0,1,18.395326
0.0,1,18.39719
0.0,1,18.399028
0.0,1,18.400859
0.0,1,18.402778
0.0,1,18.404615
0.0,1,18.406459
0.0,1,18.408327
0.0,1,18.410376
0.0,1,18.412258
0.0,1,18.414098
0.0,1,18.415929
0.0,1,18.417849
0.0,1,18.419669
0.0,1,18.42148
0.0,1,18.423277
0.0,1,18.425204
0.0,1,18.42709
0.0,1,18.429
0.0,1,18.430812
0.0,1,18.432753
0.0,1,18.434558
0.0,1,18.436376
0.0,1,18.438178
0.0,1,18.440045
0.0,1,18.44191
0.0,1,18.443852
0.0,1,18.445697
0.0,1,18.447636
0.0,1,18.449452
0.0,1,18.45126
0.0,1,18.453075
0.0,1,18.454985
0.0,1,18.456813
0.0,1,18.458672
0.0,1,18.460574
0.0,1,18.462689
0.0,1,18.464549
0.0,1,18.466394
0.0,1,18.46823
0.0,1,18.470143
0.0,1,18.471972
0.0,1,18.4738
0.0,1,18.475688
0.0,1,18.477725
0.0,1,18.479603
0.0,1,18.481414
0.0,1,18.483229
0.0,1,18.485121
0.0,1,18.486925
0.0,1,18.488742
0.0,1,18.490533
0.0,1,18.492492
0.0,1,18.494455
0.0,1,18.49635
0.0,1,18.498165
0.0,1,18.502469
0.0,1,18.504404
0.0,1,18.506223
0.0,1,18.508052
0.0,1,18.510034
0.0,1,18.511907
0.0,1,18.513741
0.0,1,18.515602
0.0,1,18.517543
0.0,1,18.519369
0.0,1,18.521202
0.0,1,18.523029
0.0,1,18.524961
0.0,1,18.526886
0.0,1,18.528811
0.0,1,18.53062
0.0,1,18.532535
0.0,1,18.534335
0.0,1,18.536166
0.0,1,18.537968
0.0,1,18.539858
0.0,1,18.541667
0.0,1,18.543576
0.0,1,18.545485
0.0,1,18.547416
0.0,1,18.549223
0.0,1,18.551023
0.0,1,18.552818
0.0,1,18.554711
0.0,1,18.556506
0.0,1,18.558344
0.0,1,18.560245
0.0,1,18.562315
0.0,1,18.564123
0.0,1,18.56593
0.0,1,18.567723
0.0,1,18.5696
0.0,1,18.571397
0.0,1,18.573223
0.0,1,18.575057
0.0,1,18.577024
0.0,1,18.578924
0.0,1,18.580775
0.0,1,18.582587
0.0,1,18.584513
0.0,1,18.586315
0.0,1,18.588128
0.0,1,18.589938
0.0,1,18.591832
0.0,1,18.593743
0.0,1,18.595654
0.0,1,18.597466
0.0,1,18.599377
0.0,1,18.601198
0.0,1,18.603016
0.0,1,18.604834
0.0,1,18.60671
0.0,1,18.608558
0.0,1,18.610431
0.0,1,18.612306
0.0,1,18.614226
0.0,1,18.616032
0.0,1,18.617829
0.0,1,18.619629
0.0,1,18.621497
0.0,1,18.623291
0.0,1,18.62515
0.0,1,18.627045
0.0,1,18.629066
0.0,1,18.630898
0.0,1,18.632695
0.0,1,18.634483
0.0,1,18.636361
0.0,1,18.638163
0.0,1,18.639957
0.0,1,18.641807
0.0,1,18.643774
0.0,1,18.645683
0.0,1,18.647485
0.0,1,18.649294
0.0,1,18.651186
0.0,1,18.652973
0.0,1,18.654786
0.0,1,18.656613
0.0,1,18.658538
0.0,1,18.660437
0.0,1,18.662348
0.0,1,18.664147
0.0,1,18.666053
0.0,1,18.667847
0.0,1,18.66965
0.0,1,18.671445
0.0,1,18.673316
0.0,1,18.675166
0.0,1,18.677072
0.0,1,18.678986
0.0,1,18.680911
0.0,1,18.682719
0.0,1,18.684514
0.0,1,18.68631
0.0,1,18.690421
0.0,1,18.692314
0.0,1,18.694268
0.0,1,18.69618
0.0,1,18.698115
0.0,1,18.699941
0.0,1,18.701749
0.0,1,18.703545
0.0,1,18.70542
0.0,1,18.707219
0.0,1,18.709079
0.0,1,18.710975
0.0,1,18.712944
0.0,1,18.714752
0.0,1,18.716569
0.0,1,18.718363
0.0,1,18.720281
0.0,1,18.722095
0.0,1,18.72391
0.0,1,18.725756
0.0,1,18.727767
0.0,1,18.729662
0.0,1,18.731465
0.0,1,18.733271
0.0,1,18.73518
0.0,1,18.736974
0.0,1,18.738789
0.0,1,18.740581
0.0,1,18.742495
0.0,1,18.744397
0.0,1,18.746306
0.0,1,18.748109
0.0,1,18.750027
0.0,1,18.751824
0.0,1,18.753621
0.0,1,18.755432
0.0,1,18.757303
0.0,1,18.7592
0.0,1,18.761076
0.0,1,18.762913
0.0,1,18.764822
0.0,1,18.766659
0.0,1,18.768458
0.0,1,18.77026
0.0,1,18.772131
0.0,1,18.77393
0.0,1,18.775841
0.0,1,18.777744
0.0,1,18.779706
0.0,1,18.781504
0.0,1,18.783308
0.0,1,18.785121
0.0,1,18.786987
0.0,1,18.788801
0.0,1,18.790605
0.0,1,18.792507
0.0,1,18.794517
0.0,1,18.796347
0.0,1,18.798144
0.0,1,18.799963
0.0,1,18.801836
0.0,1,18.803637
0.0,1,18.805443
0.0,1,18.807242
0.0,1,18.809239
0.0,1,18.811275
0.0,1,18.813308
0.0,1,18.815296
0.0,1,18.817393
0.0,1,18.819374
0.0,1,18.821343
0.0,1,18.823306
0.0,1,18.82541
0.0,1,18.827388
0.0,1,18.829363
0.0,1,18.831344
0.0,1,18.833439
0.0,1,18.835429
0.0,1,18.837439
0.0,1,18.839417
0.0,1,18.841538
0.0,1,18.843527
0.0,1,18.84546
0.0,1,18.847302
0.0,1,18.84925
0.0,1,18.851088
0.0,1,18.852909
0.0,1,18.854735
0.0,1,18.856648
0.0,1,18.858506
0.0,1,18.860424
0.0,1,18.862345
0.0,1,18.864289
0.0,1,18.866126
0.0,1,18.867959
0.0,1,18.869784
0.0,1,18.87169
0.0,1,18.873523
0.0,1,18.875374
0.0,1,18.877276
0.0,1,18.881648
0.0,1,18.883512
0.0,1,18.885353
0.0,1,18.887165
0.0,1,18.889061
0.0,1,18.890867
0.0,1,18.892754
0.0,1,18.894652
0.0,1,18.896642
0.0,1,18.89845
0.0,1,18.900262
0.0,1,18.902087
0.0,1,18.903962
0.0,1,18.905759
0.0,1,18.907571
0.0,1,18.909442
0.0,1,18.911547
0.0,1,18.913414
0.0,1,18.915237
0.0,1,18.917054
0.0,1,18.918948
0.0,1,18.920746
0.0,1,18.922551
0.0,1,18.924341
0.0,1,18.926316
0.0,1,18.928268
0.0,1,18.930133
0.0,1,18.931932
0.0,1,18.933841
0.0,1,18.935649
0.0,1,18.937445
0.0,1,18.939241
0.0,1,18.94114
0.0,1,18.943056
0.0,1,18.944979
0.0,1,18.946875
0.0,1,18.948807
0.0,1,18.950612
0.0,1,18.952417
0.0,1,18.954211
0.0,1,18.956091
0.0,1,18.957912
0.0,1,18.959829
0.0,1,18.961789
0.0,1,18.963765
0.0,1,18.965595
0.0,1,18.967422
0.0,1,18.969253
0.0,1,18.971191
0.0,1,18.973022
0.0,1,18.974886
0.0,1,18.976794
0.0,1,18.978841
0.0,1,18.980669
0.0,1,18.982494
0.0,1,18.984325
0.0,1,18.986219
0.0,1,18.988025
0.0,1,18.989837
0.0,1,18.99167
0.0,1,18.993662
0.0,1,18.995588
0.0,1,18.997387
0.0,1,18.999177
0.0,1,19.001106
0.0,1,19.002915
0.0,1,19.004717
0.0,1,19.006531
0.0,1,19.008478
0.0,1,19.010397
0.0,1,19.012241
0.0,1,19.014047
0.0,1,19.015957
0.0,1,19.017779
0.0,1,19.01959
0.0,1,19.021415
0.0,1,19.023284
0.0,1,19.025118
0.0,1,19.02705
0.0,1,19.029003
0.0,1,19.031027
0.0,1,19.032942
0.0,1,19.034855
0.0,1,19.036741
0.0,1,19.038746
0.0,1,19.040642
0.0,1,19.042577
0.0,1,19.044569
0.0,1,19.046664
0.0,1,19.048574
0.0,1,19.050469
0.0,1,19.052302
0.0,1,19.054234
0.0,1,19.056072
0.0,1,19.057898
0.0,1,19.059821
0.0,1,19.061936
0.0,1,19.063795
0.0,1,19.065609
0.0,1,19.067413
0.0,1,19.079119
0.0,1,19.081025
0.0,1,19.082905
0.0,1,19.084782
0.0,1,19.086721
0.0,1,19.088568
0.0,1,19.090396
0.0,1,19.092271
0.0,1,19.094418
0.0,1,19.096303
0.0,1,19.098137
0.0,1,19.099982
0.0,1,19.101932
0.0,1,19.103769
0.0,1,19.105607
0.0,1,19.107447
0.0,1,19.109423
0.0,1,19.111348
0.0,1,19.113203
0.0,1,19.115032
0.0,1,19.116982
0.0,1,19.11882
0.0,1,19.120643
0.0,1,19.122481
0.0,1,19.124377
0.0,1,19.12628
0.0,1,19.12821
0.0,1,19.130049
0.0,1,19.131982
0.0,1,19.133819
0.0,1,19.135658
0.0,1,19.137486
0.0,1,19.139406
0.0,1,19.141236
0.0,1,19.14313
0.0,1,19.14508
0.0,1,19.147058
0.0,1,19.148911
0.0,1,19.150764
0.0,1,19.152586
0.0,1,19.154482
0.0,1,19.156321
0.0,1,19.158171
0.0,1,19.160076
0.0,1,19.162183
0.0,1,19.164013
0.0,1,19.165842
0.0,1,19.16772
0.0,1,19.169621
0.0,1,19.171454
0.0,1,19.173292
0.0,1,19.175169
0.0,1,19.177146
0.0,1,19.179085
0.0,1,19.180924
0.0,1,19.182751
0.0,1,19.184701
0.0,1,19.18653
0.0,1,19.188355
0.0,1,19.190187
0.0,1,19.192168
0.0,1,19.194126
0.0,1,19.196
0.0,1,19.197838
0.0,1,19.199775
0.0,1,19.201617
0.0,1,19.203448
0.0,1,19.205268
0.0,1,19.207177
0.0,1,19.20909
0.0,1,19.211077
0.0,1,19.212932
0.0,1,19.214872
0.0,1,19.2167
0.0,1,19.218547
0.0,1,19.220369
0.0,1,19.22226
0.0,1,19.2241
0.0,1,19.22602
0.0,1,19.227943
0.0,1,19.229942
0.0,1,19.231797
0.0,1,19.233619
0.0,1,19.235459
0.0,1,19.237358
0.0,1,19.23918
0.0,1,19.241021
0.0,1,19.242921
0.0,1,19.244955
0.0,1,19.246815
0.0,1,19.248652
0.0,1,19.250473
0.0,1,19.252385
0.0,1,19.254211
0.0,1,19.256038
0.0,1,19.257868
0.0,1,19.259854
0.0,1,19.261769
0.0,1,19.263636
0.0,1,19.265457
0.0,1,19.269724
0.0,1,19.271591
0.0,1,19.273429
0.0,1,19.27531
0.0,1,19.27733
0.0,1,19.279251
0.0,1,19.281083
0.0,1,19.282941
0.0,1,19.284878
0.0,1,19.28672
0.0,1,19.28856
0.0,1,19.290394
0.0,1,19.292384
0.0,1,19.294361
0.0,1,19.296226
0.0,1,19.298107
0.0,1,19.300062
0.0,1,19.301891
0.0,1,19.303728
0.0,1,19.305559
0.0,1,19.307464
0.0,1,19.309407
0.0,1,19.311417
0.0,1,19.313291
0.0,1,19.315233
0.0,1,19.317085
0.0,1,19.318912
0.0,1,19.320747
0.0,1,19.322675
0.0,1,19.324511
0.0,1,19.326428
0.0,1,19.328349
0.0,1,19.330294
0.0,1,19.33213
0.0,1,19.33397
0.0,1,19.335798
0.0,1,19.337708
0.0,1,19.339556
0.0,1,19.341394
0.0,1,19.343311
0.0,1,19.345372
0.0,1,19.347215
0.0,1,19.349044
0.0,1,19.350886
0.0,1,19.352897
0.0,1,19.354914
0.0,1,19.356899
0.0,1,19.358872
0.0,1,19.360987
0.0,1,19.363002
0.0,1,19.365002
0.0,1,19.366993
0.0,1,19.369088
0.0,1,19.371069
0.0,1,19.373049
0.0,1,19.374973
0.0,1,19.377153
0.0,1,19.379203
0.0,1,19.381203
0.0,1,19.38319
0.0,1,19.385227
0.0,1,19.387076
0.0,1,19.388911
0.0,1,19.390747
0.0,1,19.39276
0.0,1,19.394684
0.0,1,19.396551
0.0,1,19.398388
0.0,1,19.400366
0.0,1,19.40221
0.0,1,19.40404
0.0,1,19.40587
0.0,1,19.407782
0.0,1,19.409701
0.0,1,19.411653
0.0,1,19.413493
0.0,1,19.415441
0.0,1,19.417288
0.0,1,19.419122
0.0,1,19.42095
0.0,1,19.422846
0.0,1,19.424693
0.0,1,19.42663
0.0,1,19.428601
0.0,1,19.430633
0.0,1,19.43248
0.0,1,19.43431
0.0,1,19.436146
0.0,1,19.438062
0.0,1,19.439908
0.0,1,19.4418
0.0,1,19.443717
0.0,1,19.445811
0.0,1,19.447667
0.0,1,19.44951
0.0,1,19.451337
0.0,1,19.453242
0.0,1,19.455078
0.0,1,19.456911
0.0,1,19.458785
0.0,1,19.463485
0.0,1,19.465352
0.0,1,19.467205
0.0,1,19.469043
0.0,1,19.470944
0.0,1,19.472771
0.0,1,19.474623
0.0,1,19.476509
0.0,1,19.478536
0.0,1,19.480384
0.0,1,19.482215
0.0,1,19.484054
0.0,1,19.485954
0.0,1,19.487775
0.0,1,19.489602
0.0,1,19.491454
0.0,1,19.49348
0.0,1,19.495391
0.0,1,19.497263
0.0,1,19.49909
0.0,1,19.501034
0.0,1,19.502867
0.0,1,19.504779
0.0,1,19.506833
0.0,1,19.50879
0.0,1,19.5107
0.0,1,19.512631
0.0,1,19.514478
0.0,1,19.516425
0.0,1,19.518263
0.0,1,19.520104
0.0,1,19.521921
0.0,1,19.523851
0.0,1,19.52576
0.0,1,19.527701
0.0,1,19.529612
0.0,1,19.531572
0.0,1,19.533416
0.0,1,19.535253
0.0,1,19.537095
0.0,1,19.539013
0.0,1,19.540855
0.0,1,19.54278
0.0,1,19.544699
0.0,1,19.546704
0.0,1,19.548575
0.0,1,19.550409
0.0,1,19.552243
0.0,1,19.554157
0.0,1,19.55599
0.0,1,19.557832
0.0,1,19.559773
0.0,1,19.561838
0.0,1,19.563689
0.0,1,19.56553
0.0,1,19.567365
0.0,1,19.569286
0.0,1,19.571127
0.0,1,19.572953
0.0,1,19.574816
0.0,1,19.576828
0.0,1,19.578794
0.0,1,19.580644
0.0,1,19.582484
0.0,1,19.584424
0.0,1,19.586269
0.0,1,19.588109
0.0,1,19.589954
0.0,1,19.591899
0.0,1,19.593807
0.0,1,19.595735
0.0,1,19.597578
0.0,1,19.599527
0.0,1,19.601356
0.0,1,19.603187
0.0,1,19.605026
0.0,1,19.60693
0.0,1,19.608816
0.0,1,19.610726
0.0,1,19.612607
0.0,1,19.614556
0.0,1,19.616403
0.0,1,19.618231
0.0,1,19.620068
0.0,1,19.621977
0.0,1,19.623806
0.0,1,19.625739
0.0,1,19.627693
0.0,1,19.6297
0.0,1,19.631543
0.0,1,19.633377
0.0,1,19.635203
0.0,1,19.637114
0.0,1,19.638956
0.0,1,19.64078
0.0,1,19.642704
0.0,1,19.644746
0.0,1,19.646611
0.0,1,19.64845
0.0,1,19.650286
0.0,1,19.654401
0.0,1,19.656264
0.0,1,19.658112
0.0,1,19.660064
0.0,1,19.662116
0.0,1,19.663956
0.0,1,19.66579
0.0,1,19.667637
0.0,1,19.669544
0.0,1,19.671398
0.0,1,19.673235
0.0,1,19.675106
0.0,1,19.677089
0.0,1,19.679038
0.0,1,19.680878
0.0,1,19.682716
0.0,1,19.684673
0.0,1,19.686514
0.0,1,19.688356
0.0,1,19.69022
0.0,1,19.692194
0.0,1,19.694131
0.0,1,19.696034
0.0,1,19.697869
0.0,1,19.699837
0.0,1,19.701679
0.0,1,19.70351
0.0,1,19.705355
0.0,1,19.707271
0.0,1,19.709181
0.0,1,19.711144
0.0,1,19.713011
0.0,1,19.714958
0.0,1,19.71681
0.0,1,19.718652
0.0,1,19.720485
0.0,1,19.722389
0.0,1,19.724222
0.0,1,19.726144
0.0,1,19.728112
0.0,1,19.730102
0.0,1,19.73194
0.0,1,19.733786
0.0,1,19.735626
0.0,1,19.737526
0.0,1,19.739359
0.0,1,19.741186
0.0,1,19.743097
0.0,1,19.745153
0.0,1,19.747003
0.0,1,19.748843
0.0,1,19.750683
0.0,1,19.752582
0.0,1,19.754431
0.0,1,19.75626
0.0,1,19.758111
0.0,1,19.760097
0.0,1,19.762086
0.0,1,19.763944
0.0,1,19.765777
0.0,1,19.767723
0.0,1,19.769551
0.0,1,19.771376
0.0,1,19.773205
0.0,1,19.775136
0.0,1,19.77706
0.0,1,19.779018
0.0,1,19.780871
0.0,1,19.782815
0.0,1,19.784654
0.0,1,19.786479
0.0,1,19.78831
0.0,1,19.790234
0.0,1,19.792107
0.0,1,19.794038
0.0,1,19.795979
0.0,1,19.797939
0.0,1,19.799767
0.0,1,19.801599
0.0,1,19.803431
0.0,1,19.805335
0.0,1,19.807184
0.0,1,19.809054
0.0,1,19.810964
0.0,1,19.812998
0.0,1,19.814844
0.0,1,19.81667
0.0,1,19.818502
0.0,1,19.820431
0.0,1,19.822272
0.0,1,19.824113
0.0,1,19.82607
0.0,1,19.828217
0.0,1,19.8301
0.0,1,19.831922
0.0,1,19.833751
0.0,1,19.835671
0.0,1,19.837516
0.0,1,19.83935
0.0,1,19.841192
0.0,1,19.845843
0.0,1,19.847725
0.0,1,19.849555
0.0,1,19.851377
0.0,1,19.853287
0.0,1,19.855112
0.0,1,19.856939
0.0,1,19.85881
0.0,1,19.860786
0.0,1,19.862705
0.0,1,19.864529
0.0,1,19.866354
0.0,1,19.868292
0.0,1,19.870112
0.0,1,19.871942
0.0,1,19.873762
0.0,1,19.875731
0.0,1,19.877681
0.0,1,19.87954
0.0,1,19.881362
0.0,1,19.883301
0.0,1,19.885144
0.0,1,19.88698
0.0,1,19.888806
0.0,1,19.890714
0.0,1,19.892631
0.0,1,19.894567
0.0,1,19.896441
0.0,1,19.898377
0.0,1,19.900207
0.0,1,19.902038
0.0,1,19.90386
0.0,1,19.905755
0.0,1,19.907582
0.0,1,19.909485
0.0,1,19.911392
0.0,1,19.913369
0.0,1,19.915197
0.0,1,19.917024
0.0,1,19.918838
0.0,1,19.920745
0.0,1,19.922561
0.0,1,19.92448
0.0,1,19.926467
0.0,1,19.928593
0.0,1,19.930578
0.0,1,19.932533
0.0,1,19.934492
0.0,1,19.936613
0.0,1,19.938579
0.0,1,19.940542
0.0,1,19.942492
0.0,1,19.944602
0.0,1,19.946668
0.0,1,19.948624
0.0,1,19.950624
0.0,1,19.952751
0.0,1,19.954724
0.0,1,19.956681
0.0,1,19.958555
0.0,1,19.960588
0.0,1,19.962535
0.0,1,19.964368
0.0,1,19.966193
0.0,1,19.968141
0.0,1,19.969963
0.0,1,19.9718
0.0,1,19.973627
0.0,1,19.975597
0.0,1,19.977554
0.0,1,19.979416
0.0,1,19.981238
0.0,1,19.983179
0.0,1,19.985003
0.0,1,19.986823
0.0,1,19.988642
0.0,1,19.990541
0.0,1,19.992411
0.0,1,19.994317
0.0,1,19.996221
0.0,1,19.998158
0.0,1,19.999998
0.0,1,20.001833
0.0,1,20.003665
0.0,1,20.005579
0.0,1,20.00742
0.0,1,20.009323
0.0,1,20.011262
0.0,1,20.013241
